연도,선수_ID,선수명,포지션,데이터유무
2023,55435,차승준,타자,X
2023,76455,차우찬,투수,X
2023,65241,채원후,투수,O
2023,79192,채은성,타자,O
2023,69804,채현우,타자,X
2023,50054,천성호,타자,X
2023,67905,천재환,타자,O
2023,52208,천현재,타자,X
2023,69802,최경모,타자,O
2023,62966,최금강,투수,X
2023,79140,최동환,투수,O
2023,54112,최명경,타자,X
2023,55268,최민석,투수,X
2023,63895,최민재,타자,X
2023,68856,최민준,투수,O
2023,65157,최민창,타자,X
2023,68909,최보성,타자,O
2023,68805,최상민,타자,O
2023,64718,최설우,투수,O
2023,51007,최성민,타자,X
2023,66920,최성영,투수,O
2023,62146,최성훈,투수,O
2023,50298,최세창,투수,X
2023,65905,최승민,타자,O
2023,51264,최승용,투수,O
2023,61197,최영진,타자,X
2023,64213,최용제,타자,X
2023,50650,최용준,투수,X
2023,54903,최우석,투수,X
2023,66963,최우재,타자,X
2023,52103,최원영,타자,X
2023,66606,최원준,타자,O
2023,67263,최원준,투수,O
2023,65320,최원태,투수,O
2023,68036,최이준,투수,O
2023,50707,최인호,타자,O
2023,78288,최재훈,타자,O
2023,75847,최정,타자,O
2023,62893,최정민,타자,X
2023,65464,최정용,타자,O
2023,69992,최정원,타자,O
2023,51574,최종은,타자,X
2023,50206,최종인,투수,X
2023,76267,최주환,타자,O
2023,50556,최준용,투수,O
2023,68868,최준우,타자,O
2023,53259,최준호,투수,X
2023,52206,최지강,투수,O
2023,67421,최지광,투수,O
2023,52639,최지민,투수,O
2023,50854,최지훈,타자,O
2023,68419,최채흥,투수,O
2023,66451,최충연,투수,O
2023,68501,최하늘,투수,O
2023,62884,최항,타자,O
2023,54803,최현석,투수,X
2023,72443,최형우,타자,O
2023,51817,추신수,타자,O
2023,68362,추재현,타자,X
2023,55146,치리노스,투수,X
2023,54444,카디네스,타자,X
2023,54920,카스타노,투수,X
2023,51722,카펜터,투수,X
2023,55208,케이브,타자,X
2023,69103,켈리,투수,O
2023,54452,코너,투수,X
2023,55138,코엔 윈,투수,X
2023,55257,콜어빈,투수,X
2023,69032,쿠에바스,투수,O
2023,51309,크레익,타자,X
2023,54612,크로우,투수,X
2023,52827,크론,타자,X
2023,50815,킹험,투수,X
2023,53909,태너,투수,O
2023,69652,터커,타자,X
2023,52712,터크먼,타자,X
2023,55130,톨허스트,투수,X
2023,52606,파노니,투수,O
2023,51967,파슨스,투수,X
2023,55032,패트릭,투수,X
2023,52720,페냐,투수,O
2023,53913,페디,투수,O
2023,54730,페라자,타자,X
2023,51714,페레즈,타자,X
2023,69209,페르난데스,타자,X
2023,55730,폰세,투수,X
2023,51863,폰트,투수,X
2023,52366,푸이그,타자,X
2023,51567,프랑코,투수,X
2023,51324,프레이타스,타자,X
2023,52145,플럿코,투수,O
2023,55734,플로리얼,타자,X
2023,51463,피렐라,타자,O
2023,52526,피터스,타자,X
2023,64350,하영민,투수,O
2023,69813,하재훈,타자,O
2023,62700,하주석,타자,O
2023,69991,하준수,투수,O
2023,68639,하준영,투수,O
2023,78517,하준호,투수,O
2023,54930,하트,투수,X
2023,52710,한경빈,타자,X
2023,68525,한동희,타자,O
2023,68092,한두솔,투수,O
2023,64101,한석현,타자,O
2023,50726,한승주,투수,O
2023,63722,한승택,타자,O
2023,61666,한승혁,투수,O
2023,66557,한승혁,투수,X
2023,55506,한승현,타자,X
2023,62895,한유섬,타자,O
2023,51994,한재승,투수,O
2023,50903,한재환,타자,X
2023,68646,한준수,타자,O
2023,51058,한차현,투수,X
2023,52568,한태양,타자,X
2023,62363,한현희,투수,O
2023,63248,함덕주,투수,O
2023,55440,함수호,타자,X
2023,50108,함창건,타자,X
2023,79240,허경민,타자,O
2023,69706,허관회,타자,O
2023,77243,허도환,타자,O
2023,50449,허윤동,투수,O
2023,52764,허인서,타자,X
2023,65399,허정협,타자,X
2023,52119,허준혁,투수,X
2023,54354,헤이수스,투수,X
2023,68260,현도훈,투수,X
2023,50840,현원회,타자,X
2023,68730,호잉,타자,X
2023,61643,홍건희,투수,O
2023,55897,홍대인,타자,X
2023,55267,홍민규,투수,X
2023,50596,홍민기,투수,X
2023,78247,홍상삼,투수,X
2023,62655,홍성민,투수,O
2023,66233,홍성호,타자,O
2023,69643,홍원빈,투수,X
2023,50430,홍원표,투수,O
2023,65496,홍정우,투수,O
2023,50600,홍종표,타자,O
2023,66108,홍창기,타자,O
2023,67005,홍현빈,타자,O
2023,55855,화이트,투수,X
2023,66207,황경태,타자,X
2023,65610,황대인,타자,O
2023,50441,황동재,투수,O
2023,52641,황동하,투수,O
2023,50500,황성빈,타자,O
2023,64760,황영국,투수,X
2023,54795,황영묵,타자,X
2023,62908,황윤호,타자,X
2023,76313,황재균,타자,O
2023,54729,황준서,투수,X
2023,53375,후라도,투수,O
