player_id,일자,상대,AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2
69064,2023-05-02,SSG,0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0
69064,2023-05-03,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
69064,2023-05-04,SSG,0.333,4,3,0,1,0,0,0,0,0,0,1,0,2,0,0.167
69064,2023-05-07,한화,0.333,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0.222
69064,2023-05-09,NC,0.000,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.182
69064,2023-05-01,NC,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.167
69064,2023-05-11,NC,0.000,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.143
69064,2023-05-12,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143
69064,2023-05-13,롯데,0.000,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0.125
69064,2023-05-14,롯데,0.333,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0.158
69064,2023-05-17,LG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15
69064,2023-05-18,LG,0.500,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0.182
74540,2023-04-01,NC,0.500,3,2,0,1,1,0,0,0,0,0,1,0,1,0,0.5
74540,2023-04-02,NC,0.500,4,2,2,1,0,0,1,3,0,0,2,0,0,0,0.5
74540,2023-04-04,한화,0.500,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0.5
74540,2023-04-06,한화,0.000,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0.4
74540,2023-04-08,LG,0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.357
74540,2023-04-09,LG,0.400,5,5,0,2,1,0,0,1,0,0,0,0,1,0,0.368
74540,2023-04-11,SSG,0.250,4,4,1,1,0,0,1,1,0,0,0,0,1,0,0.348
74540,2023-04-12,SSG,0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.333
74540,2023-04-13,SSG,0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.321
74540,2023-04-14,롯데,0.600,5,5,1,3,0,0,1,3,0,0,0,0,1,0,0.364
74540,2023-04-15,롯데,0.000,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0.343
74540,2023-04-16,롯데,0.400,5,5,1,2,0,0,0,0,0,0,0,0,1,1,0.35
74540,2023-04-18,키움,0.200,5,5,1,1,0,0,0,1,0,0,0,0,1,0,0.333
74540,2023-04-19,키움,0.250,4,4,0,1,0,0,0,1,0,0,0,0,1,1,0.327
74540,2023-04-02,키움,0.500,4,4,0,2,0,0,0,0,1,0,0,0,1,0,0.34
74540,2023-04-21,KIA,0.250,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0.333
74540,2023-04-22,KIA,0.250,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0.328
