player_id,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
63123,강승호,두산,2루수,124,118,988,12,0,234,286,56,0.977,0,0,0,-
63123,강승호,두산,1루수,32,13,143 2/3,1,0,126,18,17,0.993,0,0,0,-
68220,곽빈,두산,투수,30,30,167 2/3,1,0,11,17,1,0.966,0,0,0,-
50203,권휘,두산,투수,8,0,9,1,0,1,1,0,0.667,0,0,0,-
77263,김강률,두산,투수,53,0,42,0,1,4,5,0,1.0,0,0,0,-
66112,김기연,두산,포수,84,61,579,2,0,474,25,4,0.996,6,42,7,14.3
69238,김대한,두산,중견수,5,0,10,0,0,4,0,0,1.000,0,0,0,-
69238,김대한,두산,좌익수,25,6,87,0,0,16,0,0,1.000,0,0,0,-
69238,김대한,두산,우익수,29,12,124,1,0,34,0,0,0.971,0,0,0,-
51294,김도윤,두산,투수,2,0,2 1/3,0,0,0,0,0,-,0,0,0,-
51230,김동주,두산,투수,14,9,50,0,0,2,3,0,1.000,0,0,0,-
67246,김명신,두산,투수,35,0,32 2/3,0,0,2,3,0,1.0,0,0,0,-
68200,김민규,두산,투수,13,4,25,0,0,0,0,0,-,0,0,0,-
65269,김민혁,두산,1루수,1,0,1,0,0,0,0,0,-,0,0,0,-
53262,김유성,두산,투수,17,7,28,0,0,1,3,1,1.000,0,0,0,-
63257,김인태,두산,우익수,1,1,6,0,0,2,0,0,1.000,0,0,0,-
63257,김인태,두산,좌익수,7,5,38,0,0,5,0,0,1.000,0,0,0,-
74206,김재호,두산,유격수,52,38,326,7,0,65,76,20,0.953,0,0,0,-
78224,김재환,두산,좌익수,45,43,335 1/3,0,0,71,0,0,1.0,0,0,0,-
68830,김정우,두산,투수,1,0,1/3,0,0,0,0,0,-,0,0,0,-
69207,김태근,두산,중견수,7,1,21,0,0,3,0,0,1.000,0,0,0,-
69207,김태근,두산,우익수,10,0,19 2/3,0,0,5,0,0,1.000,0,0,0,-
69207,김태근,두산,좌익수,16,4,53 2/3,0,0,15,0,0,1.000,0,0,0,-
54263,김택연,두산,투수,60,0,65,0,0,1,6,0,1.0,0,0,0,-
68269,김호준,두산,투수,16,1,13 1/3,0,0,0,2,0,1.000,0,0,0,-
52025,라모스,두산,우익수,79,79,654 2/3,4,0,123,4,0,0.969,0,0,0,-
54219,류현준,두산,포수,1,0,3,0,0,3,1,0,1.000,0,0,0,-
64468,박계범,두산,유격수,3,2,19,2,0,1,10,0,0.846,0,0,0,-
64468,박계범,두산,3루수,10,0,15 2/3,1,0,2,2,0,0.800,0,0,0,-
64468,박계범,두산,2루수,13,1,24,0,0,3,5,1,1.000,0,0,0,-
64468,박계범,두산,1루수,1,0,1,0,0,0,0,0,-,0,0,0,-
53204,박민준,두산,포수,4,1,10,0,0,10,0,0,1.000,1,0,0,-
63292,박소준,두산,투수,1,1,4,0,0,0,0,0,-,0,0,0,-
68249,박신지,두산,투수,6,1,8 2/3,0,0,0,0,0,-,0,0,0,-
65639,박정수,두산,투수,29,1,29 2/3,1,0,0,2,0,0.667,0,0,0,-
66928,박준영,두산,3루수,9,2,27,0,0,4,3,2,1.000,0,0,0,-
66928,박준영,두산,유격수,57,50,434 2/3,4,0,83,135,34,0.982,0,0,0,-
54213,박지호,두산,투수,1,0,2/3,0,0,0,0,0,-,0,0,0,-
67266,박치국,두산,투수,52,0,48,1,1,1,8,0,0.9,0,0,0,-
54243,발라조빅,두산,투수,12,11,57,2,0,3,2,0,0.714,0,0,0,-
52257,브랜든,두산,투수,14,14,75,0,0,0,7,0,1.000,0,0,0,-
66203,서예일,두산,유격수,4,0,6,0,0,0,2,0,1.000,0,0,0,-
66203,서예일,두산,3루수,15,2,46,1,0,3,9,2,0.923,0,0,0,-
54843,시라카와,두산,투수,12,12,57 1/3,1,0,1,5,0,0.857,0,0,0,-
64011,안승한,두산,포수,2,1,9 1/3,0,0,7,0,0,1.000,0,1,0,0.0
69045,알칸타라,두산,투수,12,12,64 1/3,1,0,3,7,0,0.909,0,0,0,-
64153,양석환,두산,1루수,131,130,1118,10,0,944,84,78,0.99,0,0,0,-
76232,양의지,두산,포수,76,74,608 1/3,4,0,551,24,4,0.993,8,51,8,13.6
50293,양찬열,두산,우익수,7,2,28,0,0,4,0,0,1.000,0,0,0,-
50293,양찬열,두산,좌익수,3,0,6,0,0,0,0,0,-,0,0,0,-
54205,여동건,두산,2루수,5,2,21,0,0,5,8,1,1.000,0,0,0,-
50208,오명진,두산,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
53296,윤준호,두산,포수,3,0,9,0,0,5,0,0,1.000,0,0,0,-
69205,이교훈,두산,투수,33,0,35 1/3,0,0,5,2,0,1.0,0,0,0,-
52204,이병헌,두산,투수,77,0,65 1/3,1,0,2,13,0,0.938,0,0,0,-
66291,이영하,두산,투수,59,1,65 1/3,2,0,4,6,0,0.833,0,0,0,-
67207,이유찬,두산,우익수,5,3,17,0,0,3,0,0,1.000,0,0,0,-
67207,이유찬,두산,2루수,39,12,156 2/3,0,0,37,59,14,1.0,0,0,0,-
67207,이유찬,두산,좌익수,17,16,113 1/3,1,0,16,0,0,0.941,0,0,0,-
67207,이유찬,두산,유격수,20,11,103,0,0,22,25,4,1.000,0,0,0,-
67207,이유찬,두산,3루수,27,20,174,2,0,17,37,2,0.964,0,0,0,-
67207,이유찬,두산,중견수,2,0,3,0,0,2,0,0,1.000,0,0,0,-
54236,임종성,두산,3루수,1,1,9,0,0,0,2,0,1.000,0,0,0,-
50244,장규빈,두산,포수,3,0,7,0,0,8,1,0,1.000,0,0,0,-
63202,장승현,두산,포수,9,7,58,0,0,57,2,0,1.000,0,3,0,0.0
54214,전다민,두산,중견수,5,1,16,0,0,4,0,0,1.000,0,0,0,-
54214,전다민,두산,우익수,2,0,8,0,0,1,0,0,1.000,0,0,0,-
54214,전다민,두산,좌익수,7,4,38 2/3,0,0,3,1,0,1.000,0,0,0,-
68205,전민재,두산,1루수,3,1,10,1,0,9,0,1,0.900,0,0,0,-
68205,전민재,두산,3루수,34,10,129,1,0,20,19,3,0.975,0,0,0,-
68205,전민재,두산,유격수,64,43,395,4,0,74,102,20,0.978,0,0,0,-
68205,전민재,두산,2루수,14,11,93,2,0,20,38,6,0.967,0,0,0,-
79231,정수빈,두산,중견수,133,131,1114,1,0,313,5,1,0.997,0,0,0,-
68242,정철원,두산,투수,36,0,32 1/3,0,1,0,2,0,1.0,0,0,0,-
54295,제러드,두산,좌익수,15,14,118 1/3,0,0,23,0,0,1.000,0,0,0,-
54295,제러드,두산,우익수,18,17,147,0,0,34,2,1,1.000,0,0,0,-
54295,제러드,두산,1루수,2,0,5,1,0,4,0,1,0.800,0,0,0,-
66209,조수행,두산,중견수,22,11,119 2/3,0,0,33,1,0,1.000,0,0,0,-
66209,조수행,두산,우익수,43,30,274 1/3,0,0,71,1,0,1.0,0,0,0,-
66209,조수행,두산,좌익수,70,52,491 1/3,1,0,143,2,0,0.993,0,0,0,-
51264,최승용,두산,투수,12,6,27,0,0,0,4,0,1.000,0,0,0,-
67263,최원준,두산,투수,24,24,110,2,3,7,11,0,0.900,0,0,0,-
50206,최종인,두산,투수,11,0,9 2/3,0,0,1,0,0,1.000,0,0,0,-
53259,최준호,두산,투수,17,15,72 1/3,1,0,1,5,0,0.857,0,0,0,-
52206,최지강,두산,투수,55,0,50,1,2,2,9,0,0.917,0,0,0,-
79240,허경민,두산,3루수,110,108,883,5,0,77,143,13,0.978,0,0,0,-
61643,홍건희,두산,투수,65,0,59 1/3,1,1,1,12,1,0.929,0,0,0,-
66233,홍성호,두산,우익수,3,0,5,0,0,0,0,0,-,0,0,0,-
66233,홍성호,두산,1루수,3,0,5,0,0,5,0,2,1.000,0,0,0,-
66233,홍성호,두산,좌익수,1,0,2,0,0,0,0,0,-,0,0,0,-
